_fdp__id_,activity1_code,activity1_label,activity2_code,activity2_label,activity3_code,activity3_label
409,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A630020,"NAKNADA TROŠKOVA NASTALIH USTUPANJEM PREDMETA DRUGOM STVARNO NADLEŽNOM SUDU, PARNIČNI I DRUGI TROŠKOVI"
410,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A630065,PSIHOSOCIJALNI TRETMAN U KAZNENOM I PREKRŠAJNOM POSTUPKU
411,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A630104,POVREDE PRAVA NA SUĐENJE U RAZUMNOM ROKU
412,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A631000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI VRHOVNOG SUDA RH
413,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A631001,MEĐUNARODNA SURADNJA VRHOVNOG SUDA RH
414,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A631012,INFORMATIZACIJA I ODRŽAVANJE INFORMACIJSKOG SUSTAVA VRHOVNOG SUDA RH
415,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A632000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI VISOKOG TRGOVAČKOG SUDA RH
416,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A633000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI VISOKOG UPRAVNOG SUDA RH
417,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A637000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI VISOKOG PREKRŠAJNOG SUDA RH
418,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A638000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI ŽUPANIJSKIH SUDOVA
419,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A639000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI TRGOVAČKIH SUDOVA
420,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A641000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI OPĆINSKIH SUDOVA
421,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A643000,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI PREKRŠAJNIH SUDOVA
422,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,A851001,VOĐENJE SUDSKIH POSTUPAKA IZ NADLEŽNOSTI UPRAVNIH SUDOVA
423,28,PRAVOSUĐE,2803,VOĐENJE SUDSKIH POSTUPAKA,T544081,PODRŠKA DALJNJEM RAZVOJU SUSTAVA PROBACIJE
424,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A629024,STRUČNO USAVRŠAVANJE PRAVOSUDNIH DUŽNOSNIKA I SAVJETNIKA U PRAVOSUDNIM TIJELIMA
425,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A630051,IZBOR I OBUKA VJEŽBENIKA U PRAVOSUDNIM TIJELIMA RH
426,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A632001,SAVJETOVANJA I SEMINARI IZ NADLEŽNOSTI VISOKOG TRGOVAČKOG SUDA RH
427,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A844001,ADMINISTRACIJA I UPRAVLJANJE PRAVOSUDNE AKADEMIJE
428,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A844002,DRŽAVNA ŠKOLA ZA PRAVOSUDNE DUŽNOSNIKE
429,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A844003,STRUČNO USAVRŠAVANJE SLUŽBENIKA IZ PODRUČJA PRAVOSUĐA
430,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,A844004,PROGRAM EDUKACIJE STRANIH JEZIKA ZA PRAVOSUDNE DUŽNOSNIKE I SAVJETNIKE U PRAVOSUDNIM TIJELIMA
431,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,K544087,OP UČINKOVITI LJUDSKI POTENCIJALI 2014-2020
432,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,T544085,POVEĆANJE KVALITETE EDUKACIJE U PRAVOSUDNOM SUSTAVU
433,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,T544089,"TWINNING OUT PROJEKT ""JAČANJE VLADAVINE PRAVA"""
434,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,T544092,SUDJELOVANJE U FONDU ZA BILATERALNE ODNOSE
435,28,PRAVOSUĐE,2804,EDUKACIJA I INFORMIRANJE U PRAVOSUDNOM SUSTAVU,T544093,TF-JAČANJE UČINKOVITOSTI SUSTAVA ZA PODRŠKU SVJEDOCIMA I ŽRTVAMA KAZNENIH DJELA
436,28,PRAVOSUĐE,2805,RACIONALIZACIJA MREŽE PRAVOSUDNIH TIJELA,K544055,IPA I 2011 - PODRŠKA RACIONALIZACIJI SUDOVA
437,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K544052,PRISTUPAČNOST ZGRADAMA PRAVOSUDNIH TIJELA RH
438,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K544083,ADAPTACIJA ZGRADE ŽS KARLOVAC I PODRŠKA STATISTICI - DAROVNICA KRALJEVINE NORVEŠKE
439,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K544095,ENERGETSKA OBNOVA ZGRADA PRAVOSUDNOG I ZATVORSKOG SUSTAVA
440,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629022,UREĐENJE I OPREMANJE PRAVOSUDNIH TIJELA
441,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629023,UREĐENJE I OPREMANJE KAZNENIH TIJELA
442,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629158,"TRG PRAVDE U ZAGREBU (IZGRADNJA, ADAPTACIJA I OPREMANJE)"
443,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629181,OBNOVA VOZNOG PARKA ZATVORSKOG SUSTAVA
444,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629234,OBNOVA VOZNOG PARKA MINISTARSTVA PRAVOSUĐA I PRAVOSUDNIH TIJELA
445,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K629239,HITNE INTERVENCIJE NA ZGRADAMA PRAVOSUDNIH TIJELA I ZATVORSKOG SUSTAVA
446,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K630068,UREĐENJE I OPREMANJE UREDA ZA PROBACIJU
447,28,PRAVOSUĐE,2806,"IZGRADNJA, OBNOVA, ODRŽAVANJE I OPREMANJE ZGRADA",K630103,UREĐENJE I OPREMANJE MINISTARSTVA PRAVOSUĐA
448,28,PRAVOSUĐE,2807,"INFORMATIZACIJA , MODERNIZACIJA I ODRŽAVANJE INFORMACIJSKOG SUSTAVA",K544057,IPA I 2012 - JAČANJE KAPACITETA DORH-a/USKOK-a
449,28,PRAVOSUĐE,2807,"INFORMATIZACIJA , MODERNIZACIJA I ODRŽAVANJE INFORMACIJSKOG SUSTAVA",K629169,RAZVOJ I ODRŽAVANJE PRAVOSUDNOG INFORMACIJSKOG SUSTAVA
450,28,PRAVOSUĐE,2807,"INFORMATIZACIJA , MODERNIZACIJA I ODRŽAVANJE INFORMACIJSKOG SUSTAVA",T544088,SUDJELOVANJE U PROGRAMIMA UNIJE
451,28,PRAVOSUĐE,2807,"INFORMATIZACIJA , MODERNIZACIJA I ODRŽAVANJE INFORMACIJSKOG SUSTAVA",T544094,POVEZIVANJE STEČAJNOG REGISTRA SA EUROPSKOM E-JUSTICE PLATFORMOM
452,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,A544086,RESOCIJALIZACIJA I SOCIJALNA INTEGRACIJA OVISNIKA POČINITELJA KAZNENIH DJELA
453,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,A544090,DJELATNOST UPRAVE ZA ZATVORSKI SUSTAV
454,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,A630000,"IZVRŠAVANJE KAZNE ZATVORA, MJERE PRITVORA I ODGOJNE MJERE"
455,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,A630079,SUSTAV ZA PROBACIJU U RH
456,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,A630113,"IZVRŠAVANJE KAZNE ZATVORA, MJERE PRITVORA I ODGOJNE MJERE (OSTALI IZVORI FINANCIRANJA)"
457,28,PRAVOSUĐE,2809,UPRAVLJANJE ZATVORSKIM I PROBACIJSKIM SUSTAVOM,K544056,IPA I 2012 - JAČANJE ZATVORSKOG SUSTAVA RH
458,28,PRAVOSUĐE,2810,SUZBIJANJE KORUPCIJE I ORGANIZIRANOG KRIMINALITETA,A678000,SUZBIJANJE KORUPCIJE I ORGANIZIRANOG KRIMINALITETA
459,28,PRAVOSUĐE,2810,SUZBIJANJE KORUPCIJE I ORGANIZIRANOG KRIMINALITETA,A678008,MEĐUNARODNA SURADNJA NA SUZBIJANJU ORGANIZIRANOG KRIMINALITETA
460,28,PRAVOSUĐE,2810,SUZBIJANJE KORUPCIJE I ORGANIZIRANOG KRIMINALITETA,A678009,SUSTAV ANALITIČKOG PRAĆENJA ORGANIZIRANOG KRIMINALITETA
461,28,PRAVOSUĐE,2811,LJUDSKA PRAVA,A630048,BESPLATNA PRAVNA POMOĆ
462,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A629262,SURADNJA REPUBLIKE HRVATSKE I EUROJUST-A
463,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A634000,"PROGON POČINITELJA KAZNENIH DJELA, ZAŠTITA IMOVINE RH I PODNOŠENJE PRAVNIH SREDSTAVA ZA ZAŠTITU ZAKONITOSTI"
464,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A634002,MEĐUNARODNA SURADNJA DRŽAVNIH ODVJETNIŠTAVA
465,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A634012,UNAPREĐENJE I PRAĆENJE REZULTATA RADA IZ NADLEŽNOSTI DRŽAVNIH ODVJETNIŠTAVA NA SVIM RAZINAMA
466,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A634013,ZASTUPANJE REPUBLIKE HRVATSKE U INOZEMSTVU
467,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A640000,PROGON POČINITELJA KAZNENIH I KAŽNJIVIH DJELA I ZAŠTITA IMOVINE RH PRED ŽUPANIJSKIM SUDOVIMA I UPRAVNIM TIJELIMA
468,28,PRAVOSUĐE,2812,DJELOVANJE DRŽAVNIH ODVJETNIŠTAVA,A642000,PROGON POČINITELJA KAZNENIH I KAŽNJIVIH DJELA I ZAŠTITA IMOVINE RH PRED NADLEŽNIM SUDOVIMA I TIJELIMA
469,28,PRAVOSUĐE,2813,NAKNADE ZA ODUZETU IMOVINU I ISPLATE PO SUDSKIM RJEŠENJIMA,A539287,OBVEZE PO SUDSKIM SPOROVIMA
470,28,PRAVOSUĐE,2813,NAKNADE ZA ODUZETU IMOVINU I ISPLATE PO SUDSKIM RJEŠENJIMA,A873001,ADMINISTRACIJA I UPRAVLJANJE
471,28,PRAVOSUĐE,2813,NAKNADE ZA ODUZETU IMOVINU I ISPLATE PO SUDSKIM RJEŠENJIMA,T544013,ISPLATA NAKNADE ZA ODUZETU IMOVINU
472,28,PRAVOSUĐE,2814,ZAŠTITA OSOBNIH PODATAKA,A765000,ADMINISTRACIJA I UPRAVLJANJE
473,28,PRAVOSUĐE,2814,ZAŠTITA OSOBNIH PODATAKA,K765001,OPREMANJE AGENCIJE
474,28,PRAVOSUĐE,2815,ZEMLJIŠNE KNJIGE,K544028,"PROJEKT IMPLEMENTACIJE INTEGRIRANOG SUSTAVA ZEMLJIŠNE ADMINISTRACIJE, IBRD ZAJAM 8086-HR"
475,28,PRAVOSUĐE,2815,ZEMLJIŠNE KNJIGE,K544091,OP KONKURENTNOST I KOHEZIJA
476,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,A828030,ADMINISTRACIJA I UPRAVLJANJE AGENCIJE ZA REGIONALNI RAZVOJ
477,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,A828031,PROVEDBA STRATEGIJE I ZAKONA O REGIONALNOM RAZVOJU
478,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,A828069,PROGRAM PREKOGRANIČNE SURADNJE MAĐARSKA-HRVATSKA 2014.-2020.
479,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,K570341,REGIONALNI RAZVOJNI PROJEKTI
480,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,K680034,OPERATIVNI PROGRAM KONKURENTNOST I  KOHEZIJA 2014-2020
481,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,K680040,FOND ZA SUFINANCIRANJE EU PROJEKATA
482,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,K758044,FOND ZA REGIONALNI RAZVOJ
483,29,REGIONALNI RAZVOJ,2901,REGIONALNA KONKURENTNOST I URBANI RAZVOJ,T758045,MULTIREGIONALNA TEHNIČKA POMOĆ-FINANCIJSKI INSTRUMENTI
484,29,REGIONALNI RAZVOJ,2902,RAZVOJ POTPOMOGNUTIH PODRUČJA,A900002,ADMINISTRACIJA I UPRAVLJANJE
485,29,REGIONALNI RAZVOJ,2902,RAZVOJ POTPOMOGNUTIH PODRUČJA,K549110,RAZVOJ POTPOMOGNUTIH PODRUČJA
486,29,REGIONALNI RAZVOJ,2902,RAZVOJ POTPOMOGNUTIH PODRUČJA,K758042,FOND ZA RAZVOJ BRDSKO - PLANINSKIH PODRUČJA
487,29,REGIONALNI RAZVOJ,2902,RAZVOJ POTPOMOGNUTIH PODRUČJA,K900001,RAZVOJNI PROJEKTI VUKOVARA
488,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,A680031,PROGRAM TRANSNACIONALNE SURADNJE  SREDIŠNJA EUROPA
489,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,A758030,PROGRAM MEĐUREGIONALNE SURADNJE INTERREG EUROPE
490,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,A828070,"ADMINSTRACIJA PROJEKTA ""NATURAVITA"""
491,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,K680029,IPA II 2013 HRVATSKA - CRNA GORA
492,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,K680030,IPA II 2013 HRVATSKA - BOSNA I HERCEGOVINA
493,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,K758029,IPA II 2013 HRVATSKA - SRBIJA
494,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680024,IPA II 2012 PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA – CRNA GORA
495,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680028,IPA II 2012 PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA – SRBIJA
496,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680035,PROGRAM TRANSNACIONALNE SURADNJE DUNAV
497,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680036,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - SRBIJA
498,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680037,PROGRAM PREKOGRANIČNE SURADNJE MAĐARSKA - HRVATSKA
499,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680038,PROGRAM MEĐUREGIONALNE SURADNJE INTERACT
500,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680039,PROGRAM TRANSNACIONALNE SURADNJE MEDITERAN
501,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680041,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - SRBIJA 2014-2020
502,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T680045,MEDITERAN OBALNI I POMORSKI TURIZAM
503,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T758035,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - BOSNA I HERCEGOVINA - CRNA GORA
504,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T758036,PROGRAM PREKOGRANIČNE SURADNJE ITALIJA - HRVATSKA
505,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T758037,PROGRAM PREKOGRANIČNE SURADNJE  SLOVENIJA - HRVATSKA
506,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T758038,JADRANSKO - JONSKI PROGRAM TRANSNACIONALNE SURADNJE
507,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T758041,IPA PROGRAM PREKOGRANIČNE SURADNJA HRVATSKA - BOSNA I HERCEGOVINA - CRNA GORA 2014-2020
508,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T828061,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - SRBIJA
509,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T828062,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - BOSNA I HERCEGOVINA - CRNA GORA
510,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T828067,ZAJEDNIČKO TAJNIŠTVO SLOVENIJA-HRVATSKA (INTERREG V-A)
511,29,REGIONALNI RAZVOJ,2903,TERITORIJALNA SURADNJA,T828068,ZAJEDNIČKO TAJNIŠTVO  ITALIJA-HRVATSKA (INTERREG V-A)
512,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,A570352,POTICANJE OTOČNOG JAVNOG CESTOVNOG PRIJEVOZA
513,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,A570354,VODOOPSKRBA OTOKA
514,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,A570356,POTICANJE OTOČNOG GOSPODARSTVA
515,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,A570463,RAZVOJ OTOKA
516,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,A819012,HRVATSKI OTOČNI PROIZVOD
517,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,K587038,"IZRADA STUDIJSKE, PROJEKTNE I PROGRAMSKE DOKUMENTACIJE RAZVOJ OTOKA"
518,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,K758040,FOND ZA FINANCIRANJE KAPITALNIH PROJEKATA OD INTERESA ZA RAZVOJ OTOKA
519,29,REGIONALNI RAZVOJ,2904,ODRŽIVI RAZVOJ JADRANSKIH OTOKA,T821011,INTEGRALNI RAZVOJ LOKALNE ZAJEDNICE U PRIOBALJU (EIB II)
520,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A401137,DRŽAVNA ERGELA ĐAKOVO I LIPIK
521,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A568000,ADMINISTRACIJA I UPRAVLJANJE
522,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A568250,TROŠKOVI ANALIZE INSPEKCIJSKIH UZORAKA I GEODETSKE USLUGE
523,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A568268,TRŽIŠNO INFORMACIJSKI SUSTAV U POLJOPRIVREDI I OPREMANJE
524,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A650133,USPOSTAVA SUSTAVA POLJOPRIVREDNIH KNJIGOVODSTVENIH PODATAKA FADN
525,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A815001,ADMINISTRACIJA I UPRAVLJANJE HRVATSKE AGENCIJE ZA HRANU
526,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A815014,EFSA BAZE PODATAKA O PREHRAMBENIM NAVIKAMA DJECE
527,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A841001,"ADMINISTRACIJA I UPRAVLJANJE AGENCIJE ZA PLAĆANJA U POLJOPRIVREDI, RIBARSTVU I RURALNOM RAZVOJU"
528,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A841007,ORGANIZICIJA MEĐUNARODNIH DOGAĐANJA
529,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A842001,"ADMINISTRACIJA I UPRAVLJANJE HRVATSKOG CENTRA ZA POLJOPRIVREDU, HRANU I SELO"
530,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A850001,ADMINISTRACIJA I UPRAVLJANJE AGENCIJE ZA POLJOPRIVREDNO ZEMLJIŠTE
531,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A850010,KOMASACIJA POLJOPRIVREDNOG ZEMLJIŠTA
532,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A852001,ADMINISTRACIJA I UPRAVLJANJE HRVATSKE POLJOPRIVREDNE AGENCIJE
533,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A852008,RAZVOJ STOČARSKE PROIZVODNJE I UPRAVLJANJE REGISTRIMA
534,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A852009,KONTROLA KVALITETE STOČARSKIH PROIZVODA
535,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A852010,ODRŽAVANJE GODIŠNJE KONFERENCIJE EAAP 2018
536,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",A865001,ADMINISTRACIJA I UPRAVLJANJE
537,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K568070,INFORMATIZACIJA
538,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K650046,KUPOVINA POSLOVNE ZGRADE NA FINANCIJSKI LEASING
539,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K815000,OPREMANJE HRVATSKE AGENCIJE ZA HRANU
540,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K841002,INFORMATIZACIJA
541,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K842002,"OPREMANJE USTROJSTVENIH JEDINICA HRVATSKOG CENTRA ZA POLJOPRIVREDU, HRANU I SELO"
542,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K842004,INFORMATIZACIJA
543,30,"POLJOPRIVREDA, ŠUMARSTVO, RIBARSTVO I LOVSTVO",3001,"UPRAVLJANJE POLJOPRIVREDOM, RIBARSTVOM I RURALNIM RAZVOJEM",K852006,INFORMATIZACIJA
