Godina;Razdjel;Naziv razdjela;Glava;Naziv glave;Glavni program;Naziv glavnog programa;Program;Naziv programa;Potprogram;Naziv potprograma;Funkcijsko podruèje;Naziv funkcijskog podruèja;Izvor financiranja;Naziv izvora financiranja;Razred stavke;Naziv razreda stavke;Skupina stavke;Naziv skupine stavke;Podskupina stavke;Naziv podskupine stavke;Izvorni plan;Tekuæi plan;Izvršeno
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;321;Naknade troškova zaposlenima;356.000,00;356.000,00;296.634,76
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;322;Rashodi za materijal i energiju;272.000,00;296.000,00;221.771,10
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;323;Rashodi za usluge;586.500,00;1.436.500,00;1.283.451,02
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;324;Naknade troškova osobama izvan radnog odnosa;;2.000,00;1.532,90
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;329;Ostali nespomenuti rashodi poslovanja;447.000,00;447.000,00;420.571,09
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;34;Financijski rashodi;343;Ostali financijski rashodi;700,00;1.200,00;769,02
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;42;Rashodi za nabavu proizvedene dugotrajne imovine;422;Postrojenja i oprema;48.000,00;558.000,00;293.869,75
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;31;Vlastiti prihodi;3;Rashodi poslovanja;32;Materijalni rashodi;322;Rashodi za materijal i energiju;5.000,00;5.000,00;
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;A896002;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;52;Ostale pomoæi;3;Rashodi poslovanja;32;Materijalni rashodi;324;Naknade troškova osobama izvan radnog odnosa;30.000,00;30.000,00;11.852,37
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;K896003;INFORMATIZACIJA DRŽAVNOG IZBORNOG POVJERENSTVA REPUBLIKE HRVATSKE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;41;Rashodi za nabavu neproizvedene dugotrajne imovine;412;Nematerijalna imovina;120.000,00;120.000,00;87.043,56
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;K896003;INFORMATIZACIJA DRŽAVNOG IZBORNOG POVJERENSTVA REPUBLIKE HRVATSKE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;42;Rashodi za nabavu proizvedene dugotrajne imovine;422;Postrojenja i oprema;60.000,00;80.000,00;75.520,98
2017;012;DRŽAVNO IZBORNO POVJERENSTVO REPUBLIKE HRVATSKE;01205;Državno izborno povjerenstvo Republike Hrvatske;21;POLITIÈKI SUSTAV;2124;PROVEDBA IZBORA I REFERENDUMA;K896003;INFORMATIZACIJA DRŽAVNOG IZBORNOG POVJERENSTVA REPUBLIKE HRVATSKE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;42;Rashodi za nabavu proizvedene dugotrajne imovine;426;Nematerijalna proizvedena imovina;310.000,00;310.000,00;308.000,00
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;31;Rashodi za zaposlene;311;Plaæe (Bruto);18.632.000,00;16.647.400,00;16.367.895,23
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;31;Rashodi za zaposlene;312;Ostali rashodi za zaposlene;300.000,00;480.000,00;448.391,23
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;31;Rashodi za zaposlene;313;Doprinosi na plaæe;3.238.026,00;2.876.626,00;2.821.637,95
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;321;Naknade troškova zaposlenima;2.745.000,00;2.445.000,00;2.180.228,44
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;322;Rashodi za materijal i energiju;450.000,00;450.000,00;364.040,75
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;323;Rashodi za usluge;2.190.000,00;2.690.000,00;2.394.173,55
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;324;Naknade troškova osobama izvan radnog odnosa;60.000,00;60.000,00;19.011,73
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;329;Ostali nespomenuti rashodi poslovanja;1.826.000,00;2.082.000,00;1.913.800,33
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;34;Financijski rashodi;343;Ostali financijski rashodi;20.000,00;20.000,00;3.808,35
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;37;Naknade graðanima i kuæanstvima na temelju osiguranja i druge naknade;372;Ostale naknade graðanima i kuæanstvima iz proraèuna;400.000,00;400.000,00;380.740,00
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;42;Rashodi za nabavu proizvedene dugotrajne imovine;422;Postrojenja i oprema;180.000,00;210.000,00;192.926,97
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504000;ADMINISTRACIJA I UPRAVLJANJE;01;Opæe javne usluge;11;Opæi prihodi i primi;4;Rashodi za nabavu nefinancijske imovine;42;Rashodi za nabavu proizvedene dugotrajne imovine;424;Knjige, umjetnièka djela i ostale izložbene vrijednosti;2.500,00;2.500,00;
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504001;TEHNIÈKI I POMOÆNI POSLOVI UREDA PREDSJEDNICE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;321;Naknade troškova zaposlenima;35.000,00;35.000,00;17.434,25
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504001;TEHNIÈKI I POMOÆNI POSLOVI UREDA PREDSJEDNICE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;322;Rashodi za materijal i energiju;2.920.000,00;2.940.000,00;2.623.062,20
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504001;TEHNIÈKI I POMOÆNI POSLOVI UREDA PREDSJEDNICE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;323;Rashodi za usluge;3.315.000,00;3.315.000,00;3.101.261,33
2017;015;URED PREDSJEDNICE REPUBLIKE HRVATSKE;01505;Ured Predsjednice Republike Hrvatske;21;POLITIÈKI SUSTAV;2104;DJELOVANJE PREDSJEDNICE REPUBLIKE HRVATSKE;A504001;TEHNIÈKI I POMOÆNI POSLOVI UREDA PREDSJEDNICE;01;Opæe javne usluge;11;Opæi prihodi i primi;3;Rashodi poslovanja;32;Materijalni rashodi;324;Naknade troškova osobama izvan radnog odnosa;1.000,00;1.000,00;
