_fdp__id_,activity1_code,activity1_label,activity2_code,activity2_label,activity3_code,activity3_label
393,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557507,OPĆINA STON
394,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557509,OPĆINA STRIZIVOJNA
395,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557513,OPĆINA SUHOPOLJE
396,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557515,OPĆINA SUNJA
397,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557519,OPĆINA SVETI ĐURĐ
398,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557522,OPĆINA SVETI IVAN ŽABNO
399,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557527,OPĆINA SVETI PETAR OREHOVEC
400,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557530,OPĆINA ŠANDROVAC
401,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557532,OPĆINA ŠESTANOVAC
402,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557533,OPĆINA ŠKABRNJA
403,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557534,OPĆINA ŠODOLOVCI
404,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557536,OPĆINA ŠPIŠIĆ BUKOVICA
405,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557537,OPĆINA ŠTEFANJE
406,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557538,OPĆINA ŠTITAR
407,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557539,OPĆINA ŠTRIGOVA
408,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557544,OPĆINA TOMPOJEVCI
409,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557545,OPĆINA TOPUSKO
410,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557546,OPĆINA TORDINCI
411,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557547,OPĆINA TOUNJ
412,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557548,OPĆINA TOVARNIK
413,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557550,OPĆINA TRNAVA
414,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557553,OPĆINA TRPINJA
415,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557556,OPĆINA UDBINA
416,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557557,OPĆINA UNEŠIĆ
417,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557559,OPĆINA VELIKA
418,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557560,OPĆINA VELIKA KOPANICA
419,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557562,OPĆINA VELIKA PISANICA
420,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557563,OPĆINA VELIKA TRNOVITICA
421,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557565,OPĆINA VELIKI GRĐEVAC
422,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557567,OPĆINA VELIKO TROJSTVO
423,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557569,OPĆINA VILJEVO
424,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557573,OPĆINA VIRJE
425,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557574,OPĆINA VISOKO
426,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557575,OPĆINA VIŠKOVCI
427,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557579,OPĆINA VLADISLAVCI
428,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557580,OPĆINA VOĆIN
429,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557581,OPĆINA VOĐINCI
430,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557582,OPĆINA VOJNIĆ
431,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557584,OPĆINA VRBANJA
432,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557585,OPĆINA VRBJE
433,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557587,OPĆINA VRHOVINE
434,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557588,OPĆINA VRPOLJE
435,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557590,OPĆINA VRSI
436,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557591,OPĆINA VUKA
437,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557593,OPĆINA ZAGORSKA SELA
438,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557594,OPĆINA ZAGVOZD
439,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557595,OPĆINA ZAŽABLJE
440,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557596,OPĆINA ZDENCI
441,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557597,OPĆINA ZEMUNIK DONJI
442,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557599,OPĆINA ZMIJAVCI
443,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557600,OPĆINA ZRINSKI TOPOLOVAC
444,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557601,OPĆINA ŽAKANJE
445,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557603,OPĆINA ŽUMBERAK
446,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557604,OPĆINA ŽUPA DUBROVAČKA
447,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557605,BJELOVARSKO-BILOGORSKA ŽUPANIJA
448,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557606,BRODSKO-POSAVSKA ŽUPANIJA
449,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557607,DUBROVAČKO-NERETVANSKA ŽUPANIJA
450,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557609,KARLOVAČKA ŽUPANIJA
451,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557610,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA
452,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557611,KRAPINSKO-ZAGORSKA ŽUPANIJA
453,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557612,LIČKO-SENJSKA ŽUPANIJA
454,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557613,MEĐIMURSKA ŽUPANIJA
455,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557614,OSJEČKO-BARANJSKA ŽUPANIJA
456,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557615,POŽEŠKO-SLAVONSKA ŽUPANIJA
457,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557617,SISAČKO-MOSLAVAČKA ŽUPANIJA
458,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557618,SPLITSKO-DALMATINSKA ŽUPANIJA
459,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557619,ŠIBENSKO-KNINSKA ŽUPANIJA
460,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557620,VARAŽDINSKA ŽUPANIJA
461,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557621,VIROVITIČKO-PODRAVSKA ŽUPANIJA
462,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557622,VUKOVARSKO-SRIJEMSKA ŽUPANIJA
463,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557623,ZADARSKA ŽUPANIJA
464,22,FINANCIJSKI I FISKALNI SUSTAV,2205,POMOĆI LOKALNOJ I PODRUČNOJ (REGIONALNOJ) SAMOUPRAVI,A557624,ZAGREBAČKA ŽUPANIJA
465,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,A539298,UČEŠĆE RH U POVLAČENJU SREDSTAVA PRETPRISTUPNE POMOĆI EU
466,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,A818027,ZAJMOVI ZA SUFINANCIRANJE IPA PROJEKATA (EIB)
467,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,A829002,ADMINISTRACIJA I UPRAVLJANJE AGENCIJE ZA REVIZIJU SUSTAVA PROVEDBE PROGRAMA EUROPSKE UNIJE
468,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,A829005,REVIZIJA PROJEKATA
469,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829001,INFORMATIZACIJA
470,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829009,SOLID - INSTRUMENT ZA POVRATAK TEHNIČKA POMOĆ
471,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829010,OPERATIVNI PROGRAM ZA RIBARSTVO TEHNIČKA POMOĆ (EFF)
472,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829011,OPERATIVNI PROGRAM UČINKOVITI LJUDSKI POTENCIJALI 2014.-2020. - TEHNIČKA POMOĆ
473,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829012,OPERATIVNI PROGRAM KONKURENTNOST I KOHEZIJA 2014.-2020. TEHNIČKA POMOĆ
474,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829013,OPERATIVNI PROGRAM FONDA ZA UNUTARNJU SIGURNOST
475,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829014,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA-BOSNA I HERCEGOVINA- CRNA GORA (INTERREG)
476,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829015,IPA PROGRAM PREKOGRANIČNE SURADNJE HRVATSKA - SRBIJA (INTERREG)
477,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829016,"OPERATIVNI PROGRAM FONDA ZA AZIL, MIGRACIJE I INTEGRACIJU"
478,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,K829017,PROGRAM PREKOGRANIČNE SURADNJE SLOVENIJA - HRVATSKA (INTERREG)
479,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,T818052,IPA 2012 - UNAPREĐENJE IT INFRASTRUKTURE HANFA-e KROZ IMPLEMENTACIJU SUSTAVA POSLOVNE INTELIGENCIJE
480,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,T829018,IPA 2012 - JAČANJE ARPA-e ZA REVIZIJU STRUKTURNIH I KOHEZIJSKOG FONDA
481,22,FINANCIJSKI I FISKALNI SUSTAV,2206,UPRAVLJANJE PRETPRISTUPNIM FONDOVIMA,T829019,INSTRUMENT ZA JAČANJE KAPACITETA SEKTORA ZA REVIZIJU POLJOPRIVREDNIH I RIBARSKIH  FONDOVA - PRIJELAZNI INSTRUMENT
482,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A538035,ODRŽAVANJE GRANIČNIH PRIJELAZA
483,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A540000,ADMINISTRACIJA I UPRAVLJANJE CARINSKE UPRAVE
484,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A540005,ODRŽAVANJE INFORMACIJSKOG SUSTAVA CARINSKE UPRAVE
485,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A540036,CUSTOMS 2020
486,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A540040,OPERATIVNI PROGRAM UČINKOVITI LJUDSKI POTENCIJALI 2014. - 2020.
487,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A541000,ADMINISTRACIJA I UPRAVLJANJE POREZNE UPRAVE
488,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A541015,HUMANITARNE POMOĆI
489,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A541018,TROŠKOVI STEČAJNIH POSTUPAKA
490,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A541023,ISPLATA OVRHA PO SUDSKIM PRESUDAMA
491,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,A541024,IPA 2011 SUDJELOVANJE REPUBLIKE HRVATSKE U PROGRAMIMA EZ-FISCALIS  2013
492,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K270143,OBJEKTI ZA POTREBE POREZNE UPRAVE
493,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K270151,OPREMANJE
494,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K270160,INFORMATIZACIJA POREZNE UPRAVE
495,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K310009,MODERNIZACIJA I OPREMANJE CARINSKE UPRAVE
496,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K538036,OPREMANJE
497,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K538043,IZGRADNJA GRANIČNIH PRIJELAZA
498,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K540030,IPA 2012 - NABAVA IT OPREME ZA CARINSKU UPRAVU
499,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K540034,OBNOVA VOZNOG PARKA
500,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K540041,HERCULE III
501,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,K541007,OBNOVA VOZNOG PARKA
502,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T540037,TAIEX - TEHNIČKA POMOĆ
503,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T540039,DALJNJE USKLAĐIVANJE CARINSKE UPRAVE S PRAVNOM STEČEVINOM EU U PODRUČJU OBAVLJANJA INSPEKCIJSKIH NADZORA (PRIJELAZNI INSTRUMENT)
504,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541034,IPA 2011 FF RAC JAČANJE ADMINISTRATIVNIH KAPACITETA POREZNE UPRAVE VEZANIH UZ ISTRAGE POREZNO-KAZNENIH DJELA
505,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541036,IPA 2013 JAČANJE KAPACITETA POREZNE UPRAVE RH PREMA POREZNIM OBVEZNICIMA-TVRTKAMA (G2B) KROZ KONSOLIDACIJU IT SUSTAVA
506,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541037,IPA 2012 FAC RAZVOJ INFORMACIJSKOG SISTEMA ZA POTREBE UPRAVLJANJA LJUDSKIM RESURSIMA POREZNE UPRAVE
507,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541038,POVEZANI SISTEM UPRAVLJANJA LJUDSKIM RESURSIMA POREZNE UPRAVE (PRIJELAZNI INSTRUMENT)
508,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541039,NOVE APLIKACIJE INFORMACIJSKOG SISTEMA POREZNE UPRAVE (PRIJELAZNI INSTRUMENT)
509,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541041,OPERATIVNI PROGRAM UČINKOVITI LJUDSKI POTENCIJALI 2014-2020.
510,22,FINANCIJSKI I FISKALNI SUSTAV,2207,DJELATNOST CARINSKOG I POREZNOG SUSTAVA,T541042,IMPLEMENTACIJA MONITORINGA I NADZORA E-TRGOVINE (PRIJELAZNI INSTRUMENT)
511,22,FINANCIJSKI I FISKALNI SUSTAV,2208,DJELOVANJE DRŽAVNOG UREDA ZA REVIZIJU,A665000,ADMINISTRACIJA I UPRAVLJANJE
512,22,FINANCIJSKI I FISKALNI SUSTAV,2208,DJELOVANJE DRŽAVNOG UREDA ZA REVIZIJU,K665001,INFORMATIZACIJA
513,22,FINANCIJSKI I FISKALNI SUSTAV,2208,DJELOVANJE DRŽAVNOG UREDA ZA REVIZIJU,K665002,OBNOVA VOZNOG PARKA
514,22,FINANCIJSKI I FISKALNI SUSTAV,2208,DJELOVANJE DRŽAVNOG UREDA ZA REVIZIJU,T665003,"TWINNING PROJEKT AL 13 IB FI 01 ""JAČANJE KAPACITETA VANJSKE REVIZIJE"""
515,22,FINANCIJSKI I FISKALNI SUSTAV,2209,KONTROLA POSTUPAKA JAVNE NABAVE,A744000,KONTROLA POSTUPAKA JAVNE NABAVE
516,22,FINANCIJSKI I FISKALNI SUSTAV,2209,KONTROLA POSTUPAKA JAVNE NABAVE,K744001,OPREMANJE UREDSKOG PROSTORA
517,22,FINANCIJSKI I FISKALNI SUSTAV,2209,KONTROLA POSTUPAKA JAVNE NABAVE,K744002,INFORMATIZACIJA
518,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,A825001,ADMINISTRACIJA I UPRAVLJANJE SREDIŠNJE AGENCIJE ZA FINANCIRANJE I UGOVARANJE PROGRAMA I PROJEKATA EUROPSKE UNIJE
519,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,K825007,"OPERATIVNI PROGRAM PROMET, PRIORITET 3"
520,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,K825008,"OPERATIVNI PROGRAM REGIONALNA KONKURENTNOST, PRIORITET 3"
521,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,K825009,"OPERATIVNI PROGRAM OKOLIŠ, PRIORITET 3"
522,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,K825010,"OP KONKURENTNOST I KOHEZIJA, PRIORITETNA OS 10"
523,22,FINANCIJSKI I FISKALNI SUSTAV,2210,FINANCIRANJE I UGOVARANJE PRETPRISTUPNIH I FONDOVA EU,K825011,JAČANJE KAPACITETA SREDIŠNJE AGENCIJE ZA FINANCIRANJE I UGOVARANJE PROGRAMA I PROJEKATA EUROPSKE UNIJE U ULOZI POSREDNIČKOG TIJELA 2 (PRIJELAZNI INSTRUMENT)
524,23,VANJSKA POLITIKA I MEĐUNARODNA POMOĆ,2301,PROVOĐENJE VANJSKE POLITIKE REPUBLIKE HRVATSKE,A539032,MEĐUNARODNE ČLANARINE
525,23,VANJSKA POLITIKA I MEĐUNARODNA POMOĆ,2301,PROVOĐENJE VANJSKE POLITIKE REPUBLIKE HRVATSKE,A776056,PROGRAMI DRUŠTVA PRIJATELJSTVA REPUBLIKE HRVATSKE
526,23,VANJSKA POLITIKA I MEĐUNARODNA POMOĆ,2301,PROVOĐENJE VANJSKE POLITIKE REPUBLIKE HRVATSKE,A776057,"BILATERALNI POSLOVI S ČLANICAMA EU, EFTA-e I OSTALIM ZEMLJAMA ZAPADNE EUROPE"
527,23,VANJSKA POLITIKA I MEĐUNARODNA POMOĆ,2301,PROVOĐENJE VANJSKE POLITIKE REPUBLIKE HRVATSKE,A776061,BILATERALNI I MULTILATERALNI POSLOVI SA ZEMLJAMA REGIJE
528,23,VANJSKA POLITIKA I MEĐUNARODNA POMOĆ,2301,PROVOĐENJE VANJSKE POLITIKE REPUBLIKE HRVATSKE,A776062,TRGOVINSKA POLITIKA I GOSPODARSKA MULTILATERALA
